loss_d,loss_r,acc,f1
19.258419036865234,-13.88188362121582,0.5602761507034302,0.3970159888267517
9.912599563598633,-7.025580406188965,0.748672366142273,0.7651505470275879
6.232583522796631,-5.35009765625,0.7817313075065613,0.8018776774406433
0.08608583360910416,-0.855765700340271,0.8031067848205566,0.8236132264137268
-2.8787782192230225,3.168454170227051,0.8142591714859009,0.8351958990097046
-1.1369680166244507,1.8897342681884766,0.8212957978248596,0.8418583273887634
1.9487874507904053,-1.1036605834960938,0.8243494629859924,0.8436209559440613
-1.7860231399536133,1.9477628469467163,0.8288635015487671,0.8479207754135132
-6.921107769012451,7.126681804656982,0.8321827054023743,0.8520682454109192
-1.7915467023849487,4.567471981048584,0.8287307620048523,0.8465193510055542
-6.39129638671875,6.693792819976807,0.8293945789337158,0.8477463722229004
-5.795472621917725,5.815449237823486,0.8276686072349548,0.8453117609024048
-8.69348430633545,8.98678207397461,0.8283324241638184,0.8456679582595825
-7.82993745803833,8.459980964660645,0.8248804807662964,0.8411304950714111
-7.157101154327393,7.571832180023193,0.8268719911575317,0.8434803485870361
-8.260357856750488,8.075746536254883,0.8240839242935181,0.8396761417388916
-9.332781791687012,8.554153442382812,0.8224906921386719,0.8377559781074524
-8.296688079833984,8.994264602661133,0.8126659393310547,0.8266895413398743
-7.28831672668457,7.723621368408203,0.8143919110298157,0.8281365633010864
-9.298483848571777,9.097761154174805,0.8092139959335327,0.8219720125198364
-9.103517532348633,8.88226318359375,0.8065586686134338,0.8185549378395081
-8.755899429321289,8.421955108642578,0.8089485168457031,0.8220767974853516
-9.314910888671875,8.75248908996582,0.8040361404418945,0.8152961730957031
-8.699310302734375,9.158287048339844,0.8027084469795227,0.813206136226654
-9.554112434387207,9.405970573425293,0.798194408416748,0.8068528175354004
-8.197209358215332,8.85468578338623,0.7972649931907654,0.8059398531913757
-10.720763206481934,10.378030776977539,0.7995220422744751,0.8086075186729431
-4.648427486419678,5.4875993728637695,0.7866436243057251,0.7906855940818787
-8.912346839904785,8.678019523620605,0.7871747016906738,0.79228675365448
-9.763916969299316,9.975757598876953,0.7855815291404724,0.7906254529953003
-10.363092422485352,10.382538795471191,0.7808018922805786,0.7830992937088013
-9.85101318359375,9.622843742370605,0.7769516706466675,0.7792071104049683
-9.929788589477539,9.696279525756836,0.7765533924102783,0.7807987928390503
-10.01690673828125,10.442672729492188,0.7784121036529541,0.7825634479522705
-9.13904094696045,9.092813491821289,0.7757567763328552,0.7796168327331543
-8.720206260681152,8.376791000366211,0.7754912376403809,0.7781998515129089
-7.383857250213623,7.592119216918945,0.7774827480316162,0.7796164751052856
-11.234189987182617,11.137863159179688,0.7774827480316162,0.7792686223983765
-9.066821098327637,9.58972454071045,0.7700477838516235,0.7691693305969238
-9.668129920959473,10.005841255187988,0.7734997272491455,0.7760293483734131
-8.999342918395996,8.826990127563477,0.7631438970565796,0.7623103260993958
-9.394883155822754,9.122989654541016,0.7626128792762756,0.7587601542472839
-10.182206153869629,9.678796768188477,0.7630111575126648,0.7611282467842102
-9.85417366027832,9.302038192749023,0.7580987811088562,0.753513514995575
-9.819106101989746,10.137819290161133,0.7510621547698975,0.7446606159210205
-8.148823738098145,9.153822898864746,0.7466808557510376,0.7374931573867798
-7.951849937438965,8.984370231628418,0.751725971698761,0.7441224455833435
-7.359445095062256,7.546920299530029,0.7526553273200989,0.7465688586235046
-10.646950721740723,11.072522163391113,0.7530536651611328,0.7472168803215027
-9.590890884399414,9.12807846069336,0.7462825775146484,0.7373335361480713
-9.586505889892578,9.863103866577148,0.7502655386924744,0.742583692073822
-8.649359703063965,8.736909866333008,0.7492034435272217,0.7404255270957947
-10.249340057373047,11.022729873657227,0.7456187009811401,0.7360308170318604
-9.037426948547363,9.394222259521484,0.7444238066673279,0.7340234518051147
-10.458037376403809,10.292879104614258,0.7457515001296997,0.7367843389511108
-9.610379219055176,9.671228408813477,0.7454859018325806,0.7356385588645935
-9.776347160339355,9.792490005493164,0.7442910671234131,0.7332594990730286
-8.81350040435791,9.082895278930664,0.7442910671234131,0.7351648211479187
-7.256165981292725,7.537908554077148,0.7391130924224854,0.7268434166908264
-8.045269012451172,7.374780178070068,0.7367233037948608,0.724037230014801
-9.28674030303955,9.292577743530273,0.7364578247070312,0.7219812273979187
-9.597613334655762,9.364840507507324,0.7360594868659973,0.7201125025749207
-10.516634941101074,10.577878952026367,0.7449548244476318,0.7334719300270081
-7.840327739715576,8.192449569702148,0.7392458915710449,0.7246498465538025
-7.715187072753906,7.082524299621582,0.7373871803283691,0.7227666974067688
-10.904078483581543,10.074836730957031,0.733669638633728,0.7188462615013123
-8.817598342895508,8.360394477844238,0.7395114302635193,0.7267668843269348
-9.281574249267578,8.679636001586914,0.7314126491546631,0.71602863073349
-8.668825149536133,9.112188339233398,0.7347317934036255,0.7203578948974609
-8.78173828125,8.687901496887207,0.7373871803283691,0.7230769395828247
-9.419877052307129,9.877484321594238,0.7296866774559021,0.7131193280220032
-6.709985733032227,6.680098056793213,0.7266330718994141,0.7084453105926514
-8.982834815979004,8.822744369506836,0.7247743010520935,0.7036983966827393
-8.496963500976562,8.432884216308594,0.7319437265396118,0.715231716632843
-9.608604431152344,9.790861129760742,0.7283589839935303,0.7080958485603333
-10.496953010559082,10.61176872253418,0.732342004776001,0.7172877788543701
-7.411543846130371,7.6938371658325195,0.7279607057571411,0.7082087993621826
-10.002144813537598,10.066125869750977,0.728890061378479,0.7089148759841919
-8.562112808227539,8.291324615478516,0.727562427520752,0.7074907422065735
-11.460478782653809,11.4699125289917,0.7242432236671448,0.7037195563316345
-10.341736793518066,9.883537292480469,0.7283589839935303,0.7115492224693298
-10.732418060302734,10.442465782165527,0.7257037162780762,0.7070821523666382
-9.081035614013672,9.24055290222168,0.7227827906608582,0.7009158134460449
-10.936305046081543,10.582253456115723,0.7185342311859131,0.6951149702072144
-8.077305793762207,7.809271812438965,0.722915530204773,0.7032248973846436
-10.079583168029785,10.226755142211914,0.7137546539306641,0.6874275803565979
-5.448905944824219,5.512730598449707,0.7129580974578857,0.6850988864898682
-10.41186809539795,9.787882804870605,0.7266330718994141,0.7074520587921143
-9.956730842590332,10.217470169067383,0.7209240794181824,0.697527289390564
-10.85591983795166,11.02389907836914,0.7140201926231384,0.6865367889404297
-8.440513610839844,8.964848518371582,0.7222517728805542,0.7005149126052856
-7.138496398925781,6.8476243019104,0.7113648653030396,0.682613730430603
