loss_d,loss_r,acc,f1
28.232406616210938,-26.646577835083008,0.7394000291824341,0.7413725256919861
6.168620586395264,-6.475201606750488,0.8091000318527222,0.7992857694625854
-4.676708221435547,5.506077766418457,0.8474999666213989,0.8427556157112122
-19.24567413330078,16.91004180908203,0.8652999997138977,0.8629482984542847
-15.694247245788574,15.131290435791016,0.8809999823570251,0.8796688914299011
-26.99961280822754,27.20391845703125,0.8891000151634216,0.8891991376876831
-27.74864959716797,26.892908096313477,0.8982000350952148,0.8993487358093262
-26.707599639892578,28.385574340820312,0.9053999781608582,0.9076203107833862
-27.782936096191406,29.53630828857422,0.9114999771118164,0.9134550094604492
-31.827110290527344,32.51380920410156,0.9182000160217285,0.9202334880828857
-34.74052047729492,32.888614654541016,0.9197999835014343,0.922213613986969
-32.14451217651367,33.77747344970703,0.9250999689102173,0.9270662069320679
-40.19731521606445,39.86052322387695,0.9283000230789185,0.9301331639289856
-34.19718933105469,35.62248229980469,0.9319999814033508,0.9334374070167542
-38.40167999267578,40.86225509643555,0.9344000220298767,0.9355407357215881
-42.19069290161133,42.82872772216797,0.9358000159263611,0.9371462464332581
-39.86948776245117,40.9003791809082,0.9402999877929688,0.9411301612854004
-42.73231506347656,42.29839324951172,0.9402999877929688,0.9414295554161072
-37.720211029052734,39.37533950805664,0.9401000142097473,0.9412224888801575
-42.63811492919922,44.14546585083008,0.9448999762535095,0.9456617832183838
-43.93840408325195,43.58592987060547,0.9409999847412109,0.942232608795166
-45.64052200317383,44.97227096557617,0.9399999976158142,0.9414966106414795
-43.34722900390625,43.98978042602539,0.9463000297546387,0.9471102356910706
-46.404178619384766,46.635101318359375,0.9498000144958496,0.9500990509986877
-43.72340774536133,42.93813705444336,0.9474999904632568,0.948236882686615
-46.62433624267578,47.33563995361328,0.95169997215271,0.9517940878868103
-41.2060432434082,41.66743469238281,0.9519000053405762,0.9519928693771362
-43.82174301147461,44.1814079284668,0.9487000107765198,0.949445366859436
-46.588565826416016,46.379581451416016,0.9560999870300293,0.955966055393219
-46.395263671875,44.81202697753906,0.9550999999046326,0.9550303220748901
-47.95273208618164,48.25181579589844,0.9521999955177307,0.9526814222335815
-45.37039566040039,48.2442626953125,0.957099974155426,0.9567660093307495
-45.68312454223633,44.57011032104492,0.9539999961853027,0.9543748497962952
-43.23823165893555,46.37752151489258,0.9603000283241272,0.9598875045776367
-45.949989318847656,46.77089309692383,0.9588000178337097,0.9585419297218323
-42.760799407958984,44.66966247558594,0.9528999924659729,0.9533852338790894
-44.866416931152344,42.839149475097656,0.9606999754905701,0.960265576839447
-47.74662780761719,47.500511169433594,0.9595000147819519,0.9592633247375488
-48.36274719238281,45.67924880981445,0.9584000110626221,0.9585152864456177
-47.33333206176758,45.28606414794922,0.9564999938011169,0.9567283987998962
-43.91944122314453,44.51445388793945,0.9621999859809875,0.9618090391159058
-47.18476486206055,48.22568893432617,0.9603000283241272,0.9600719809532166
-47.32661819458008,45.59865188598633,0.9578999876976013,0.9581395387649536
-48.131465911865234,47.84708023071289,0.960099995136261,0.9598718881607056
-46.570289611816406,47.309669494628906,0.9616000056266785,0.9609073996543884
-49.11334991455078,49.154319763183594,0.961899995803833,0.961742103099823
-44.82437515258789,44.60421371459961,0.9629999995231628,0.9626806378364563
-47.15376663208008,46.86478042602539,0.9632999897003174,0.9625646471977234
-45.49507522583008,46.03839111328125,0.9638000130653381,0.9632842540740967
-46.00819778442383,45.04012680053711,0.9628999829292297,0.9623271226882935
-46.76799774169922,45.61281967163086,0.9628999829292297,0.9621742367744446
-39.405269622802734,39.06773376464844,0.9598000049591064,0.9594376683235168
-44.38459396362305,47.277652740478516,0.9623000025749207,0.9620278477668762
-48.009368896484375,47.42870330810547,0.9652000069618225,0.9644525647163391
-45.15605926513672,44.83294677734375,0.9625999927520752,0.962211012840271
-43.721195220947266,45.207275390625,0.9605000019073486,0.9592611789703369
-48.01557540893555,45.77978515625,0.9639999866485596,0.9632859826087952
-44.35234451293945,46.06632995605469,0.9635999798774719,0.9629780054092407
-46.52963638305664,46.69279861450195,0.9634000062942505,0.9624029397964478
-44.198936462402344,43.52637481689453,0.9621000289916992,0.9617968201637268
-46.25923538208008,47.768951416015625,0.9632999897003174,0.9625874161720276
-47.03947830200195,48.93040084838867,0.9638000130653381,0.9631728529930115
-47.210235595703125,47.189048767089844,0.9638999700546265,0.9632256627082825
-44.815834045410156,44.37435531616211,0.9646999835968018,0.9640579223632812
-46.2637939453125,46.451171875,0.9634000062942505,0.9627454876899719
-47.84647750854492,47.8642692565918,0.9645000100135803,0.9636121988296509
-46.91279220581055,46.32522201538086,0.9624999761581421,0.9615188241004944
-46.80175018310547,47.27128601074219,0.9642000198364258,0.9634665846824646
-47.5671272277832,47.68600082397461,0.9520999789237976,0.9495965242385864
-44.925209045410156,44.92017364501953,0.9639999866485596,0.9633380174636841
-45.641998291015625,44.62654113769531,0.9645000100135803,0.9638554453849792
-49.47425079345703,49.98381423950195,0.9627000093460083,0.9616132974624634
